ID,date,username,verdict
9760480557,2006-10-11,Лагдышев Георгий Петрович,Возвращение молодости
8872531038,2015-08-11,Черчина Клара Романовна,Изменение судьбы
11671728846,2004-10-19,Бертняев Владимир Аркадиевич,Исцеление сердца
9922917344,2011-09-07,Выскачков Артём Василиевич,Приобретение сверхъестественных способностей
7961266684,2010-09-11,Галкова Дарья Алексеевна,Обретение вечной молодости
11929984579,2019-10-14,Фуфина Виктория Евгеньевна,Покорение запретных земель
9331314585,2005-06-25,Пернов Александр Юриевич,Помощь от незнакомца
10562660538,2007-09-17,Косираева Алиса Алексеевна,Обретение душевного спокойствия
11050787173,2001-09-07,Нестюркина Софья Николаевна,Признание любви
10482065140,2020-11-26,Зибницкая Вера Вадимовна,Признание своей уникальности
9300810418,2016-06-24,Вергильева Алена Никитична,Успех в учебе
10304511316,2021-09-11,Княжеский Валерий Андреевич,Предсказание будущего
10602022403,2023-07-28,Бабахова София Викторовна,Покорение невидимого врага
10026958073,2003-11-15,Залютаев Федор Олегович,Открытие новой реальности
10550937167,2004-05-27,Дороганов Семён Аркадиевич,Предсказание будущего
12095468361,2005-11-16,Загорова Клавдия Дмитриевна,Успех в учебе
10618063063,2023-11-20,Спудицкий Степан Михаилович,Освобождение из плена
10748282126,2005-10-24,Сизинева Клара Борисовна,Покорение магического зверя
9613429686,2007-06-21,Рослых Алена Алексеевна,Приобретение сверхъестественных способностей
8959173385,2003-07-18,Дикисова Марина Олеговна,Воссоединение с прошлым
12048073661,2013-06-28,Пахалуев Георгий Алексиевич,Исцеление сердца
11057385093,2009-12-15,Могжанов Василий Василиевич,Покорение невозможного
8742694503,2012-12-26,Шпигунова Алена Петровна,Освобождение из плена
9296457949,2010-11-23,Алырина Мария Дмитриевна,Восстановление порядка в мире
8630485805,2022-10-09,Галицина Марина Егоровна,Изменение хода истории
11670221596,2003-11-10,Акинкина Раиса Кирилловна,Путешествие во времени
11361878403,2006-07-28,Заводская Кира Максимовна,Избавление от проклятия
10972568816,2006-07-11,Рогинский Виктор Романович,Изменение характера
9300863072,2021-09-09,Дулатова Надежда Игоревна,Победа над судьбой
9778524710,2022-05-16,Ветошкин Ярослав Юриевич,Покорение невидимого врага
10469330336,2020-10-19,Колбасов Максим Леонидович,Помощь от духов
10227838878,2010-07-17,Угайкина Оксана Алексеевна,Покорение магического зверя
8997806500,2000-07-13,Антиничева Ева Вадимовна,Новый дом
11351232555,2009-09-21,Месковский Василий Алексиевич,Обретение счастья
12342178499,2012-09-09,Авдоничев Григорий Кириллович,Покорение запретных земель
10344158965,2010-06-17,Конюшков Степан Юрьевич,Восстановление памяти
12964258973,2013-09-09,Гандабулов Юрий Викторович,Покупка мечты
10333612002,2006-12-20,Витякова Зинаида Викторовна,Изменение судьбы
8289121477,2008-11-20,Филяев Семён Аркадиевич,Возвращение молодости
14126243721,2019-10-22,Кижикин Геннадий Валериевич,Покорение невидимого врага
9716083649,2012-06-12,Патрашкова Раиса Евгеньевна,Победа над тьмой
7859002966,2001-06-24,Толов Борис Адамович,Новые возможности
9245806943,2011-08-22,Залавкова Елизавета Петровна,Изменение внешности
14675452285,2022-10-19,Рукозенков Валентин Алексиевич,Победа над врагом
9274355845,2000-09-14,Пемов Альберт Валериевич,Успех в учебе
11098711465,2012-10-15,Батрамеев Григорий Леонидович,Воссоединение с любимым
10142273494,2004-08-19,Лемзякова Ксения Эдуардовна,Обретение мира
11807617121,2004-05-10,Тадорская Зинаида Викторовна,Покорение невидимого врага
9230944787,2020-07-14,Тяжких Дмитрий Адамович,Приобретение дружбы
11732314491,2012-12-20,Русьянов Вячеслав Денисович,Покорение запретных земель
11876440875,2002-09-08,Вилякин Виталий Олегович,Избавление от проклятия
9636345592,2016-10-27,Ковганкин Вадим Максимович,Приобретение сверхъестественных способностей
12695943948,2017-08-23,Лушаков Константин Павлович,Победа над злом
10977376160,2023-09-28,Кекухова Людмила Федоровна,Изменение характера
8738692031,2000-07-21,Базылева Клара Сергеевна,Возвращение утраченных воспоминаний
9935980698,2001-08-16,Керасова Лариса Никитична,Победа над собой
12184236516,2006-05-25,Спутнова Александра Викторовна,Любовь наступает
8833764721,2019-05-11,Шмайлова Яна Валерьевна,Приобретение знания о прошлом
10714600281,2018-06-28,Казявкин Альберт Фёдорович,Новая жизнь
10803201143,2018-05-24,Замилова Катерина Егоровна,Обретение баланса сил
13597270070,2000-07-24,Мунзяфяров Владислав Юриевич,Долгожданная встреча
9733511928,2014-11-25,Плявина Инна Яковлевна,Воссоединение с любимым
7733677857,2012-06-25,Котлуков Антон Алексеевич,Возвращение потерянного
11749261380,2013-07-18,Тарикова Клара Валерьевна,Победа над тьмой
10885392034,2008-12-25,Окритова Алина Николаевна,Победа над проклятием семьи
9171582366,2012-11-24,Булышев Василий Яковлевич,Возвращение потерянного
12452520679,2022-08-26,Кутураева Лариса Дмитриевна,Покорение невозможного
8590398233,2000-07-25,Бредов Герасим Виталиевич,Обретение внутреннего покоя
8110862981,2005-08-26,Махин Федор Данилович,Приобретение силы
8294812192,2022-09-28,Мячев Геннадий Леонидович,Любовь наступает
10102406867,2014-05-14,Шлойкина Ева Борисовна,Новое начало
9362570732,2022-06-09,Забористов Роман Сергеевич,Возвращение потерянного
9997348039,2023-09-11,Пряхов Максим Андреевич,Признание героем
9831582313,2014-08-08,Аладов Борис Фёдорович,error
12245773576,2004-06-15,Шулянская Алена Эдуардовна,Обретение внутреннего покоя
